Postcode,CountryCode,Gma,GmaCanonicalName
97358,US,820,"Portland,OR"
97355,US,820,"Portland,OR"
24412,US,573,"Roanoke-Lynchburg,VA"
97357,US,820,"Portland,OR"
97351,US,820,"Portland,OR"
24413,US,573,"Roanoke-Lynchburg,VA"
97350,US,820,"Portland,OR"
24416,US,573,"Roanoke-Lynchburg,VA"
97352,US,820,"Portland,OR"
12438,US,502,"Binghamton,NY"
12439,US,532,"Albany-Schenectady-Troy,NY"
85379,US,753,"Phoenix,AZ"
12432,US,501,"New York,NY"
85377,US,753,"Phoenix,AZ"
12433,US,501,"New York,NY"
85378,US,753,"Phoenix,AZ"
12430,US,532,"Albany-Schenectady-Troy,NY"
36401,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
85375,US,753,"Phoenix,AZ"
12431,US,532,"Albany-Schenectady-Troy,NY"
12436,US,532,"Albany-Schenectady-Troy,NY"
85373,US,753,"Phoenix,AZ"
85374,US,753,"Phoenix,AZ"
12434,US,502,"Binghamton,NY"
85371,US,753,"Phoenix,AZ"
12435,US,501,"New York,NY"
97348,US,820,"Portland,OR"
12440,US,501,"New York,NY"
97347,US,820,"Portland,OR"
24421,US,569,"Harrisonburg,VA"
97344,US,820,"Portland,OR"
97343,US,820,"Portland,OR"
97346,US,820,"Portland,OR"
24422,US,573,"Roanoke-Lynchburg,VA"
97345,US,820,"Portland,OR"
97342,US,820,"Portland,OR"
24426,US,573,"Roanoke-Lynchburg,VA"
97341,US,820,"Portland,OR"
12449,US,501,"New York,NY"
12443,US,501,"New York,NY"
12444,US,532,"Albany-Schenectady-Troy,NY"
85367,US,771,"Yuma,AZ-El Centro,CA"
85364,US,771,"Yuma,AZ-El Centro,CA"
12442,US,532,"Albany-Schenectady-Troy,NY"
85365,US,771,"Yuma,AZ-El Centro,CA"
85362,US,753,"Phoenix,AZ"
12448,US,501,"New York,NY"
85363,US,753,"Phoenix,AZ"
85360,US,753,"Phoenix,AZ"
12446,US,501,"New York,NY"
85361,US,753,"Phoenix,AZ"
85392,US,753,"Phoenix,AZ"
85390,US,753,"Phoenix,AZ"
97377,US,820,"Portland,OR"
97376,US,820,"Portland,OR"
97378,US,820,"Portland,OR"
97375,US,820,"Portland,OR"
97374,US,820,"Portland,OR"
12418,US,532,"Albany-Schenectady-Troy,NY"
12419,US,501,"New York,NY"
12416,US,501,"New York,NY"
97371,US,820,"Portland,OR"
12417,US,501,"New York,NY"
97370,US,801,"Eugene,OR"
12410,US,501,"New York,NY"
12411,US,501,"New York,NY"
12414,US,532,"Albany-Schenectady-Troy,NY"
85395,US,753,"Phoenix,AZ"
85396,US,753,"Phoenix,AZ"
12412,US,501,"New York,NY"
12413,US,532,"Albany-Schenectady-Troy,NY"
85381,US,753,"Phoenix,AZ"
97369,US,820,"Portland,OR"
97366,US,820,"Portland,OR"
97365,US,820,"Portland,OR"
24401,US,569,"Harrisonburg,VA"
97368,US,820,"Portland,OR"
97367,US,820,"Portland,OR"
97362,US,820,"Portland,OR"
97361,US,820,"Portland,OR"
97364,US,820,"Portland,OR"
12429,US,501,"New York,NY"
12427,US,532,"Albany-Schenectady-Troy,NY"
97360,US,820,"Portland,OR"
12428,US,501,"New York,NY"
12421,US,502,"Binghamton,NY"
85388,US,753,"Phoenix,AZ"
12422,US,532,"Albany-Schenectady-Troy,NY"
12420,US,501,"New York,NY"
85387,US,753,"Phoenix,AZ"
12423,US,532,"Albany-Schenectady-Troy,NY"
85382,US,753,"Phoenix,AZ"
12424,US,532,"Albany-Schenectady-Troy,NY"
85383,US,753,"Phoenix,AZ"
97394,US,820,"Portland,OR"
97396,US,820,"Portland,OR"
97391,US,820,"Portland,OR"
97390,US,820,"Portland,OR"
97392,US,820,"Portland,OR"
97388,US,820,"Portland,OR"
97389,US,820,"Portland,OR"
97384,US,820,"Portland,OR"
97383,US,820,"Portland,OR"
97386,US,820,"Portland,OR"
97385,US,820,"Portland,OR"
12407,US,532,"Albany-Schenectady-Troy,NY"
97380,US,820,"Portland,OR"
12405,US,532,"Albany-Schenectady-Troy,NY"
12406,US,502,"Binghamton,NY"
97381,US,820,"Portland,OR"
12409,US,501,"New York,NY"
12404,US,501,"New York,NY"
12401,US,501,"New York,NY"
36360,US,606,"Dothan,AL"
36362,US,606,"Dothan,AL"
48348,US,505,"Detroit,MI"
48346,US,505,"Detroit,MI"
61320,US,682,"Davenport,IA-Rock Island-Moline,IL"
61321,US,602,"Chicago,IL"
73301,US,635,"Austin,TX"
24377,US,559,"Bluefield-Beckley-Oak Hill,WV"
61322,US,682,"Davenport,IA-Rock Island-Moline,IL"
61323,US,682,"Davenport,IA-Rock Island-Moline,IL"
61324,US,610,"Rockford,IL"
24378,US,573,"Roanoke-Lynchburg,VA"
61325,US,602,"Chicago,IL"
61326,US,675,"Peoria-Bloomington,IL"
61327,US,675,"Peoria-Bloomington,IL"
61329,US,682,"Davenport,IA-Rock Island-Moline,IL"
61319,US,675,"Peoria-Bloomington,IL"
24370,US,531,"Tri-Cities,TN-VA"
24375,US,531,"Tri-Cities,TN-VA"
75972,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
24374,US,573,"Roanoke-Lynchburg,VA"
75973,US,612,"Shreveport,LA"
75974,US,612,"Shreveport,LA"
48343,US,505,"Detroit,MI"
75975,US,612,"Shreveport,LA"
48342,US,505,"Detroit,MI"
75976,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
48341,US,505,"Detroit,MI"
75977,US,692,"Beaumont-Port Arthur,TX"
48340,US,505,"Detroit,MI"
75979,US,692,"Beaumont-Port Arthur,TX"
99929,US,747,"Juneau,AK"
99927,US,747,"Juneau,AK"
99925,US,747,"Juneau,AK"
36350,US,606,"Dothan,AL"
99926,US,747,"Juneau,AK"
36351,US,606,"Dothan,AL"
99923,US,747,"Juneau,AK"
36352,US,606,"Dothan,AL"
48336,US,505,"Detroit,MI"
61330,US,682,"Davenport,IA-Rock Island-Moline,IL"
36353,US,606,"Dothan,AL"
48335,US,505,"Detroit,MI"
61331,US,610,"Rockford,IL"
99921,US,747,"Juneau,AK"
48334,US,505,"Detroit,MI"
61332,US,602,"Chicago,IL"
99922,US,747,"Juneau,AK"
61333,US,675,"Peoria-Bloomington,IL"
61334,US,602,"Chicago,IL"
61335,US,675,"Peoria-Bloomington,IL"
61336,US,675,"Peoria-Bloomington,IL"
61337,US,682,"Davenport,IA-Rock Island-Moline,IL"
61338,US,682,"Davenport,IA-Rock Island-Moline,IL"
87939,US,790,"Albuquerque-Santa Fe,NM"
24380,US,573,"Roanoke-Lynchburg,VA"
24382,US,573,"Roanoke-Lynchburg,VA"
24381,US,573,"Roanoke-Lynchburg,VA"
75960,US,618,"Houston,TX"
75961,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
87943,US,790,"Albuquerque-Santa Fe,NM"
87942,US,790,"Albuquerque-Santa Fe,NM"
75964,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
87940,US,765,"El Paso,TX"
48331,US,505,"Detroit,MI"
75965,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
75966,US,692,"Beaumont-Port Arthur,TX"
75968,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
75969,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
99918,US,747,"Juneau,AK"
99919,US,747,"Juneau,AK"
48329,US,505,"Detroit,MI"
48328,US,505,"Detroit,MI"
48327,US,505,"Detroit,MI"
36340,US,606,"Dothan,AL"
48326,US,505,"Detroit,MI"
61340,US,675,"Peoria-Bloomington,IL"
61341,US,602,"Chicago,IL"
48324,US,505,"Detroit,MI"
61342,US,602,"Chicago,IL"
36343,US,606,"Dothan,AL"
48323,US,505,"Detroit,MI"
61344,US,682,"Davenport,IA-Rock Island-Moline,IL"
24354,US,531,"Tri-Cities,TN-VA"
61345,US,682,"Davenport,IA-Rock Island-Moline,IL"
61346,US,682,"Davenport,IA-Rock Island-Moline,IL"
61348,US,602,"Chicago,IL"
61349,US,682,"Davenport,IA-Rock Island-Moline,IL"
24351,US,573,"Roanoke-Lynchburg,VA"
24350,US,573,"Roanoke-Lynchburg,VA"
24352,US,573,"Roanoke-Lynchburg,VA"
36344,US,606,"Dothan,AL"
48322,US,505,"Detroit,MI"
36345,US,606,"Dothan,AL"
36346,US,606,"Dothan,AL"
48320,US,505,"Detroit,MI"
85310,US,753,"Phoenix,AZ"
48317,US,505,"Detroit,MI"
48316,US,505,"Detroit,MI"
61350,US,602,"Chicago,IL"
48315,US,505,"Detroit,MI"
36330,US,606,"Dothan,AL"
48314,US,505,"Detroit,MI"
48313,US,505,"Detroit,MI"
61353,US,610,"Rockford,IL"
48312,US,505,"Detroit,MI"
61354,US,602,"Chicago,IL"
24366,US,573,"Roanoke-Lynchburg,VA"
61356,US,682,"Davenport,IA-Rock Island-Moline,IL"
24368,US,573,"Roanoke-Lynchburg,VA"
61358,US,602,"Chicago,IL"
61359,US,682,"Davenport,IA-Rock Island-Moline,IL"
85308,US,753,"Phoenix,AZ"
85309,US,753,"Phoenix,AZ"
24360,US,573,"Roanoke-Lynchburg,VA"
85306,US,753,"Phoenix,AZ"
75980,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
85307,US,753,"Phoenix,AZ"
85304,US,753,"Phoenix,AZ"
24361,US,531,"Tri-Cities,TN-VA"
85305,US,753,"Phoenix,AZ"
85302,US,753,"Phoenix,AZ"
24363,US,573,"Roanoke-Lynchburg,VA"
85303,US,753,"Phoenix,AZ"
48310,US,505,"Detroit,MI"
85301,US,753,"Phoenix,AZ"
48308,US,505,"Detroit,MI"
48307,US,505,"Detroit,MI"
48306,US,505,"Detroit,MI"
61360,US,602,"Chicago,IL"
61361,US,682,"Davenport,IA-Rock Island-Moline,IL"
48304,US,505,"Detroit,MI"
61362,US,682,"Davenport,IA-Rock Island-Moline,IL"
61363,US,675,"Peoria-Bloomington,IL"
36320,US,606,"Dothan,AL"
48302,US,505,"Detroit,MI"
61364,US,602,"Chicago,IL"
97317,US,820,"Portland,OR"
36321,US,606,"Dothan,AL"
48301,US,505,"Detroit,MI"
24333,US,573,"Roanoke-Lynchburg,VA"
61367,US,610,"Rockford,IL"
97310,US,820,"Portland,OR"
61368,US,682,"Davenport,IA-Rock Island-Moline,IL"
61369,US,675,"Peoria-Bloomington,IL"
97312,US,820,"Portland,OR"
48309,US,505,"Detroit,MI"
85339,US,753,"Phoenix,AZ"
85337,US,753,"Phoenix,AZ"
85338,US,753,"Phoenix,AZ"
85335,US,753,"Phoenix,AZ"
24330,US,573,"Roanoke-Lynchburg,VA"
85336,US,771,"Yuma,AZ-El Centro,CA"
36322,US,606,"Dothan,AL"
85333,US,753,"Phoenix,AZ"
36323,US,606,"Dothan,AL"
85334,US,753,"Phoenix,AZ"
85331,US,753,"Phoenix,AZ"
85332,US,753,"Phoenix,AZ"
61370,US,602,"Chicago,IL"
61371,US,602,"Chicago,IL"
61372,US,602,"Chicago,IL"
61373,US,602,"Chicago,IL"
97304,US,820,"Portland,OR"
61374,US,682,"Davenport,IA-Rock Island-Moline,IL"
97303,US,820,"Portland,OR"
61375,US,675,"Peoria-Bloomington,IL"
97306,US,820,"Portland,OR"
36310,US,606,"Dothan,AL"
61376,US,682,"Davenport,IA-Rock Island-Moline,IL"
97305,US,820,"Portland,OR"
61377,US,675,"Peoria-Bloomington,IL"
24343,US,573,"Roanoke-Lynchburg,VA"
61378,US,610,"Rockford,IL"
61379,US,682,"Davenport,IA-Rock Island-Moline,IL"
97302,US,820,"Portland,OR"
97301,US,820,"Portland,OR"
24348,US,573,"Roanoke-Lynchburg,VA"
24347,US,573,"Roanoke-Lynchburg,VA"
36319,US,606,"Dothan,AL"
85328,US,753,"Phoenix,AZ"
85329,US,753,"Phoenix,AZ"
24340,US,531,"Tri-Cities,TN-VA"
85326,US,753,"Phoenix,AZ"
85324,US,753,"Phoenix,AZ"
85325,US,753,"Phoenix,AZ"
36311,US,606,"Dothan,AL"
85322,US,753,"Phoenix,AZ"
36312,US,606,"Dothan,AL"
85323,US,753,"Phoenix,AZ"
36313,US,606,"Dothan,AL"
85320,US,753,"Phoenix,AZ"
36314,US,606,"Dothan,AL"
85321,US,789,"Tucson (Sierra Vista),AZ"
36316,US,606,"Dothan,AL"
36317,US,606,"Dothan,AL"
36318,US,606,"Dothan,AL"
24319,US,531,"Tri-Cities,TN-VA"
24318,US,573,"Roanoke-Lynchburg,VA"
97336,US,820,"Portland,OR"
38961,US,673,"Columbus-Tupelo-West Point,MS"
97338,US,820,"Portland,OR"
24311,US,531,"Tri-Cities,TN-VA"
97333,US,801,"Eugene,OR"
24313,US,573,"Roanoke-Lynchburg,VA"
24312,US,573,"Roanoke-Lynchburg,VA"
24315,US,573,"Roanoke-Lynchburg,VA"
24314,US,573,"Roanoke-Lynchburg,VA"
24317,US,573,"Roanoke-Lynchburg,VA"
97331,US,801,"Eugene,OR"
24316,US,559,"Bluefield-Beckley-Oak Hill,WV"
97330,US,801,"Eugene,OR"
85357,US,753,"Phoenix,AZ"
38963,US,647,"Greenwood-Greenville,MS"
85355,US,753,"Phoenix,AZ"
36301,US,606,"Dothan,AL"
85356,US,771,"Yuma,AZ-El Centro,CA"
38965,US,673,"Columbus-Tupelo-West Point,MS"
85353,US,753,"Phoenix,AZ"
36303,US,606,"Dothan,AL"
38964,US,640,"Memphis,TN"
85354,US,753,"Phoenix,AZ"
38967,US,673,"Columbus-Tupelo-West Point,MS"
85351,US,753,"Phoenix,AZ"
36305,US,606,"Dothan,AL"
38966,US,647,"Greenwood-Greenville,MS"
85352,US,771,"Yuma,AZ-El Centro,CA"
85350,US,771,"Yuma,AZ-El Centro,CA"
97329,US,820,"Portland,OR"
97326,US,820,"Portland,OR"
97325,US,820,"Portland,OR"
38950,US,647,"Greenwood-Greenville,MS"
97327,US,820,"Portland,OR"
24322,US,573,"Roanoke-Lynchburg,VA"
97322,US,820,"Portland,OR"
97321,US,820,"Portland,OR"
24324,US,573,"Roanoke-Lynchburg,VA"
97324,US,801,"Eugene,OR"
24323,US,573,"Roanoke-Lynchburg,VA"
24326,US,573,"Roanoke-Lynchburg,VA"
24325,US,573,"Roanoke-Lynchburg,VA"
24328,US,573,"Roanoke-Lynchburg,VA"
85348,US,753,"Phoenix,AZ"
85349,US,771,"Yuma,AZ-El Centro,CA"
85346,US,753,"Phoenix,AZ"
85347,US,771,"Yuma,AZ-El Centro,CA"
38952,US,647,"Greenwood-Greenville,MS"
85344,US,753,"Phoenix,AZ"
38951,US,673,"Columbus-Tupelo-West Point,MS"
85345,US,753,"Phoenix,AZ"
38954,US,647,"Greenwood-Greenville,MS"
85342,US,753,"Phoenix,AZ"
38953,US,647,"Greenwood-Greenville,MS"
85343,US,753,"Phoenix,AZ"
85340,US,753,"Phoenix,AZ"
85341,US,789,"Tucson (Sierra Vista),AZ"
38957,US,647,"Greenwood-Greenville,MS"
63901,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63932,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63934,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63933,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63936,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63935,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
48390,US,505,"Detroit,MI"
75901,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
48393,US,505,"Detroit,MI"
75904,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
75928,US,692,"Beaumont-Port Arthur,TX"
75929,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
63941,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63940,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63943,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63942,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63945,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63944,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
48380,US,505,"Detroit,MI"
63937,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63939,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
75930,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
75931,US,692,"Beaumont-Port Arthur,TX"
48386,US,505,"Detroit,MI"
75932,US,692,"Beaumont-Port Arthur,TX"
75933,US,692,"Beaumont-Port Arthur,TX"
48383,US,505,"Detroit,MI"
75935,US,612,"Shreveport,LA"
48382,US,505,"Detroit,MI"
75936,US,692,"Beaumont-Port Arthur,TX"
48381,US,505,"Detroit,MI"
75937,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
63952,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63951,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63954,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63953,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63956,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63955,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63957,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
87901,US,790,"Albuquerque-Santa Fe,NM"
48377,US,505,"Detroit,MI"
48375,US,505,"Detroit,MI"
48374,US,505,"Detroit,MI"
48371,US,505,"Detroit,MI"
75925,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
48370,US,505,"Detroit,MI"
75926,US,618,"Houston,TX"
75949,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
63961,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
48367,US,505,"Detroit,MI"
63960,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
61301,US,602,"Chicago,IL"
63965,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63964,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63967,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
63966,US,632,"Paducah,KY-Cape Girardeau,MO-Harrisburg-Mount Vernon,IL"
87937,US,765,"El Paso,TX"
87936,US,765,"El Paso,TX"
87935,US,790,"Albuquerque-Santa Fe,NM"
87933,US,790,"Albuquerque-Santa Fe,NM"
75951,US,692,"Beaumont-Port Arthur,TX"
87931,US,790,"Albuquerque-Santa Fe,NM"
87930,US,790,"Albuquerque-Santa Fe,NM"
75954,US,612,"Shreveport,LA"
48363,US,505,"Detroit,MI"
48362,US,505,"Detroit,MI"
75956,US,692,"Beaumont-Port Arthur,TX"
48360,US,505,"Detroit,MI"
75959,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
75938,US,692,"Beaumont-Port Arthur,TX"
36370,US,606,"Dothan,AL"
75939,US,618,"Houston,TX"
36371,US,606,"Dothan,AL"
99903,US,747,"Juneau,AK"
36373,US,606,"Dothan,AL"
48359,US,505,"Detroit,MI"
99901,US,747,"Juneau,AK"
36374,US,606,"Dothan,AL"
36375,US,606,"Dothan,AL"
48357,US,505,"Detroit,MI"
36376,US,606,"Dothan,AL"
48356,US,505,"Detroit,MI"
61310,US,610,"Rockford,IL"
61311,US,675,"Peoria-Bloomington,IL"
61312,US,682,"Davenport,IA-Rock Island-Moline,IL"
61313,US,675,"Peoria-Bloomington,IL"
61314,US,682,"Davenport,IA-Rock Island-Moline,IL"
61315,US,682,"Davenport,IA-Rock Island-Moline,IL"
61316,US,602,"Chicago,IL"
61317,US,682,"Davenport,IA-Rock Island-Moline,IL"
61318,US,610,"Rockford,IL"
75941,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
48353,US,505,"Detroit,MI"
75943,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
75944,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
48350,US,505,"Detroit,MI"
75946,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
75948,US,709,"Tyler-Longview(Lufkin & Nacogdoches),TX"
24539,US,573,"Roanoke-Lynchburg,VA"
48506,US,513,"Flint-Saginaw-Bay City,MI"
24538,US,573,"Roanoke-Lynchburg,VA"
48505,US,513,"Flint-Saginaw-Bay City,MI"
48504,US,513,"Flint-Saginaw-Bay City,MI"
48503,US,513,"Flint-Saginaw-Bay City,MI"
48502,US,513,"Flint-Saginaw-Bay City,MI"
12550,US,501,"New York,NY"
97479,US,801,"Eugene,OR"
24531,US,573,"Roanoke-Lynchburg,VA"
97476,US,813,"Medford-Klamath Falls,OR"
24530,US,573,"Roanoke-Lynchburg,VA"
97478,US,801,"Eugene,OR"
97477,US,801,"Eugene,OR"
24534,US,573,"Roanoke-Lynchburg,VA"
48509,US,513,"Flint-Saginaw-Bay City,MI"
97471,US,801,"Eugene,OR"
24536,US,573,"Roanoke-Lynchburg,VA"
48507,US,513,"Flint-Saginaw-Bay City,MI"
97473,US,801,"Eugene,OR"
36528,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36529,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
97470,US,801,"Eugene,OR"
12553,US,501,"New York,NY"
36521,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36522,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36523,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36524,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36525,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
12555,US,501,"New York,NY"
36526,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36527,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
24549,US,573,"Roanoke-Lynchburg,VA"
97469,US,801,"Eugene,OR"
12561,US,501,"New York,NY"
97465,US,813,"Medford-Klamath Falls,OR"
24541,US,573,"Roanoke-Lynchburg,VA"
97467,US,801,"Eugene,OR"
97466,US,801,"Eugene,OR"
97461,US,801,"Eugene,OR"
97463,US,801,"Eugene,OR"
97462,US,801,"Eugene,OR"
36518,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
24540,US,573,"Roanoke-Lynchburg,VA"
12564,US,501,"New York,NY"
12565,US,532,"Albany-Schenectady-Troy,NY"
36511,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
12563,US,501,"New York,NY"
36512,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
12569,US,501,"New York,NY"
12566,US,501,"New York,NY"
12567,US,501,"New York,NY"
24517,US,573,"Roanoke-Lynchburg,VA"
97498,US,820,"Portland,OR"
97497,US,813,"Medford-Klamath Falls,OR"
97499,US,801,"Eugene,OR"
97493,US,801,"Eugene,OR"
97496,US,801,"Eugene,OR"
24514,US,573,"Roanoke-Lynchburg,VA"
97495,US,801,"Eugene,OR"
97490,US,801,"Eugene,OR"
36507,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
97492,US,801,"Eugene,OR"
12538,US,501,"New York,NY"
36509,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
12531,US,501,"New York,NY"
12530,US,532,"Albany-Schenectady-Troy,NY"
36502,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
12533,US,501,"New York,NY"
12534,US,532,"Albany-Schenectady-Troy,NY"
36505,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
24528,US,573,"Roanoke-Lynchburg,VA"
24527,US,573,"Roanoke-Lynchburg,VA"
24529,US,560,"Raleigh-Durham (Fayetteville),NC"
24520,US,573,"Roanoke-Lynchburg,VA"
97487,US,801,"Eugene,OR"
97486,US,801,"Eugene,OR"
24522,US,573,"Roanoke-Lynchburg,VA"
97489,US,801,"Eugene,OR"
24521,US,573,"Roanoke-Lynchburg,VA"
97488,US,801,"Eugene,OR"
24523,US,573,"Roanoke-Lynchburg,VA"
24526,US,573,"Roanoke-Lynchburg,VA"
97484,US,801,"Eugene,OR"
12548,US,501,"New York,NY"
97481,US,801,"Eugene,OR"
12549,US,501,"New York,NY"
97480,US,801,"Eugene,OR"
12542,US,501,"New York,NY"
12543,US,501,"New York,NY"
12540,US,501,"New York,NY"
12541,US,532,"Albany-Schenectady-Troy,NY"
12546,US,501,"New York,NY"
12547,US,501,"New York,NY"
12545,US,501,"New York,NY"
12517,US,532,"Albany-Schenectady-Troy,NY"
12518,US,501,"New York,NY"
12515,US,501,"New York,NY"
12516,US,532,"Albany-Schenectady-Troy,NY"
12513,US,532,"Albany-Schenectady-Troy,NY"
12514,US,501,"New York,NY"
12512,US,501,"New York,NY"
24506,US,573,"Roanoke-Lynchburg,VA"
24502,US,573,"Roanoke-Lynchburg,VA"
24501,US,573,"Roanoke-Lynchburg,VA"
24504,US,573,"Roanoke-Lynchburg,VA"
24503,US,573,"Roanoke-Lynchburg,VA"
12528,US,501,"New York,NY"
12529,US,532,"Albany-Schenectady-Troy,NY"
12526,US,532,"Albany-Schenectady-Troy,NY"
12520,US,501,"New York,NY"
12521,US,532,"Albany-Schenectady-Troy,NY"
12524,US,501,"New York,NY"
12525,US,501,"New York,NY"
12522,US,501,"New York,NY"
12523,US,532,"Albany-Schenectady-Troy,NY"
12506,US,501,"New York,NY"
12507,US,501,"New York,NY"
12504,US,501,"New York,NY"
12508,US,501,"New York,NY"
12502,US,532,"Albany-Schenectady-Troy,NY"
12503,US,532,"Albany-Schenectady-Troy,NY"
12501,US,501,"New York,NY"
36480,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36481,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36482,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
36483,US,698,"Montgomery (Selma),AL"
48469,US,505,"Detroit,MI"
48468,US,513,"Flint-Saginaw-Bay City,MI"
61440,US,717,"Quincy,IL-Hannibal,MO-Keokuk,IA"
48467,US,513,"Flint-Saginaw-Bay City,MI"
61441,US,675,"Peoria-Bloomington,IL"
48466,US,505,"Detroit,MI"
61442,US,682,"Davenport,IA-Rock Island-Moline,IL"
61443,US,682,"Davenport,IA-Rock Island-Moline,IL"
61447,US,682,"Davenport,IA-Rock Island-Moline,IL"
61448,US,682,"Davenport,IA-Rock Island-Moline,IL"
61449,US,675,"Peoria-Bloomington,IL"
48465,US,505,"Detroit,MI"
48464,US,505,"Detroit,MI"
48463,US,513,"Flint-Saginaw-Bay City,MI"
48462,US,505,"Detroit,MI"
48461,US,505,"Detroit,MI"
48460,US,513,"Flint-Saginaw-Bay City,MI"
73439,US,657,"Sherman,TX-Ada,OK"
73438,US,657,"Sherman,TX-Ada,OK"
36471,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
73437,US,657,"Sherman,TX-Ada,OK"
48458,US,513,"Flint-Saginaw-Bay City,MI"
61450,US,717,"Quincy,IL-Hannibal,MO-Keokuk,IA"
73436,US,657,"Sherman,TX-Ada,OK"
36473,US,686,"Mobile,AL-Pensacola (Ft. Walton Beach),FL"
48457,US,513,"Flint-Saginaw-Bay City,MI"
61451,US,675,"Peoria-Bloomington,IL"
